18477921	10880872	0
17586130	10384705	1
16503138	2530139	1
922716	13279978	0
10851	10760907	1
15920882	1296795	0
8701067	5837430	0
11552288	21436838	0
9819955	813588	0
13521323	17729553	1
15742104	3533516	0
679959	10392922	1
18779982	18976771	1
3726610	6276687	0
22243603	16005062	0
11572565	952242	1
12915753	23035538	0
3672328	11103539	1
23677116	10778361	1
301804	357304	0
14317426	592597	0
2517852	2691855	0
8258909	23206029	0
7466372	91017	1
7872662	16706229	1
14137256	4591684	1
14033995	3691985	1
5021577	22808166	0
4441118	20856391	1
12838274	21877683	1
14638789	8565955	0
8446876	13233448	1
2401851	22985809	0
17486397	20514960	0
8801744	431295	1
10903521	8344806	0
9456659	10797166	0
5724216	22634542	0
11986407	11511985	0
14629480	22281203	1
18662539	15385605	0
12907074	8515614	0
16503138	4431397	0
4301353	3054600	0
14289588	18138572	0
13753266	21870537	1
3467482	3078767	1
11275834	12980532	1
4798331	18570193	0
4525216	653541	1
19090290	970238	0
1008326	4518933	1
3616724	6992704	1
13760846	98309	1
12473411	5705521	1
18899338	23541000	0
9481276	14212319	0
16199085	20684330	1
13821141	14050303	0
10158742	13988822	0
23677132	14047630	0
18027718	15037805	1
3474688	22600512	0
7981027	4928350	1
19290859	18248744	0
16386620	4579115	1
11090451	11046598	1
14152188	14729256	1
20681844	14900316	0
839266	20519147	1
18398590	17447923	0
7460370	10385493	1
7981028	18731109	0
21754660	14555892	1
18645749	1446728	0
18976771	12101435	1
470160	9312243	1
21008917	2401142	1
20352327	8297826	0
17871427	9024096	0
12887758	18396375	1
9186576	1955681	1
16851953	8250730	1
17613722	10816804	0
3260787	11517213	1
35934	15743707	0
6214331	3673887	1
1884023	1197703	1
18640710	18298937	0
22423727	3667135	1
20068373	6700755	0
11149084	21280043	1
8297825	15814599	0
21288637	15002153	1
11397480	22600512	0
3689392	15353770	1
379581	14696592	0
7346958	21181029	0
13719500	20761751	1
21285620	7434461	0
14924022	18221863	1
6853666	4414596	1
3107681	16491858	0
19576401	6371585	1
18051587	18298938	0
47756	18515326	1
15858891	1741432	0
15626460	9496557	0
17299308	22223563	0
7791429	13396233	0
23370620	14710734	1
6853666	5561642	1
6147388	12727792	0
4068544	17930256	1
17673488	6222230	0
10479536	23089693	1
20037616	11452667	1
19338729	22222259	0
16755605	14710734	1
2602107	14770729	1
23594635	10151252	1
5157858	4776985	1
7366687	14899566	1
15597101	9481276	1
13266451	6120970	0
11203339	7518608	0
21618559	13481042	1
21648497	2520215	1
10412897	4684098	1
11373801	952242	0
15759378	22247688	0
22899270	6871526	0
740874	345995	0
18566815	5691586	1
2962800	13946708	0
23241192	23594635	1
10798829	921317	1
18845281	3667136	1
21760015	5665159	0
11324607	10392922	1
9693856	19290859	1
18648407	952242	1
16810590	2240926	0
14652853	17805384	0
9857281	14231450	0
1725724	3395310	1
13241363	6432491	0
13122193	4404036	0
20539816	13199957	0
13949581	5463029	0
11521416	23398987	0
1477292	23494305	1
19142736	18862611	0
22670948	10062078	1
6198171	16005909	0
12754505	8309142	1
6954984	3788557	1
19886621	1577152	1
18741084	430971	1
19442877	11237136	1
4794470	10754938	0
6513769	17447221	1
16545678	16351775	1
21540492	18600879	0
22677813	4123407	0
4988270	21293479	0
17916170	2538511	0
22327409	18563163	1
3024993	16210657	0
22165218	16016623	0
21270256	8990222	1
23515205	14651235	0
19579830	19993993	1
964970	20153060	1
3880284	18101018	0
4660318	20336463	1
16586894	23398987	0
19994918	18027718	1
3024986	15461843	1
2769195	6680022	1
6556152	3469470	1
693644	23206029	0
11907560	18880071	0
17402775	18144642	0
16942233	9924414	0
12614305	21280043	1
4791144	793635	1
8403573	11896430	1
2732151	19074021	0
15311523	1410953	0
17534703	22670948	1
12716055	19544469	1
4424457	896372	1
3803030	8301284	1
22365062	15561074	0
4045277	11562158	1
7901579	14966337	0
8452133	4889303	0
4209926	6359501	1
19340788	7542015	1
11275834	18390011	1
11335657	21664407	0
23618963	848240	0
810724	21270256	1
18566815	16458721	1
15958994	13988822	1
4779829	704314	0
12465375	23677121	0
12408144	15821341	1
7902686	7540262	0
687106	8562659	0
21361961	4076620	1
20352327	21817956	0
4484215	17761371	0
5746377	11046598	1
369844	20334945	0
17050025	4603553	1
16797428	17808807	0
8212984	5832949	0
6451560	17824349	0
21113767	7093300	0
810884	5671690	0
9096612	1605515	0
11723383	8452131	0
18464490	6322440	1
20112083	11701818	0
16588230	23484507	1
19045087	12800568	1
552314	13368519	0
11988852	22998999	1
12721185	3904948	1
16199085	10816494	1
4162691	20239270	0
5090669	5040724	0
7356945	15497380	0
16034464	11113074	1
18675737	20009109	1
12238227	941896	0
20082006	11149084	1
8372919	16544386	1
17994731	12568442	1
17270255	16157869	0
17212288	228925	1
100791	21361961	1
9543284	23050895	1
21374041	17671343	1
7631411	22808166	0
1639107	5644911	0
282874	9492898	0
3386551	9542520	0
6850521	17577733	0
3734993	5623479	0
924033	18096549	1
137780	692680	1
22900247	3402511	1
13356869	19660598	1
10426070	6814855	1
12985350	14293059	1
13376846	13536658	1
7177879	17226920	0
13028546	18318816	1
9958260	14717089	1
19657516	7507773	0
18374477	21262909	0
4505945	23099329	1
22135201	21781575	1
5951609	1953115	0
13299925	15333826	0
658771	13275192	0
16588230	7553634	0
793386	16236980	0
14058237	22525884	0
3210076	5266380	0
21150258	1427758	0
23494305	13433127	1
6245929	18878916	0
8024082	5596825	1
12138255	6853666	1
8372919	10893111	0
6788258	16891145	1
8612648	2575374	1
3054600	2433175	1
23179136	18510279	0
9510815	3726610	1
20052285	5375381	1
5004897	3352341	0
12979701	20849254	0
13234957	14782656	0
15088608	23429413	1
16549992	20325581	1
3673682	4048013	0
8071138	14555517	1
16568044	7713594	1
7321949	16958918	1
8693826	16388707	0
16123665	2092752	0
253661	15507613	0
4114529	10432257	1
20239268	8883153	0
2711585	649639	1
14244843	20926398	0
519787	20684330	0
5942289	15599609	0
13680335	21947196	0
691247	15940692	1
3229361	21273055	0
17456737	21907869	1
12863885	21515430	1
1811750	15971793	0
5162892	10093209	0
11818436	6535232	0
19748972	18840586	0
2210894	332635	0
2964000	13422847	0
6622146	14636645	0
23677114	17891162	1
3452556	17097179	1
14377058	8597004	1
1042184	1429497	0
21868018	17857284	1
20499484	346058	0
12115248	1109960	0
20239269	18377055	1
8788331	7713594	1
15599611	18611368	1
601908	12115248	1
12994590	18464490	1
6419481	20425837	0
23036596	15609433	0
12879117	13792092	1
14227643	5875193	0
15145907	5084569	1
20352327	7034031	1
21407347	848240	1
2511576	2247987	0
708047	924129	0
5828731	14341903	1
23390255	1902197	0
19747820	16870490	1
13862028	3667135	1
9632240	206397	0
14247203	2614788	0
1035597	1158842	0
19565153	16351775	1
11896430	20983672	1
13120648	21715891	1
3788596	16008963	1
11322573	21511914	0
8212984	12122713	0
21823682	10480051	0
1113240	21374041	1
16287068	16280341	0
3298289	21461424	0
1963823	8258096	0
330216	18880061	1
7492253	22035132	0
5505336	11335657	0
3898252	11986970	1
4753846	17245830	0
9446836	16926520	1
17673488	4213253	0
22998998	22207815	1
10264860	7398604	0
20081740	8515616	0
889519	970638	0
8452133	2633238	0
11481709	21754658	1
18298937	16466519	0
2775424	9186576	1
1787391	11650951	0
10949790	15195064	0
13447231	8254921	1
18628318	9737790	1
105319	14483567	1
22382181	16948799	1
727183	12101435	1
1015744	21722036	1
10601019	16208627	1
6513769	13325917	0
16520895	22066329	1
23482443	9805889	0
18142979	7396681	1
13099598	18811090	0
4960419	10601019	1
19322907	10271558	0
8708611	5822585	1
14711178	7427547	0
20493867	15609120	0
264493	10345032	1
23597499	427727	1
9324781	7398604	1
4603066	5656506	0
6190160	23294396	1
4643706	4071092	0
2381662	646432	0
20612707	7067729	0
11723383	17415423	1
358893	73657	1
3008655	16351775	1
10692452	13771944	0
1624010	20164979	1
2994948	5198622	1
8162671	16593572	0
744014	523070	1
3330945	2324866	1
16658637	12465375	1
21511914	19332852	1
18741084	14188181	1
22991277	4557988	1
1508163	16116703	0
6908734	7839811	0
9261775	16532304	1
6043997	2090333	0
22135201	7219016	0
145197	151885	1
21905202	10797166	0
13660039	22321272	1
22832422	8181035	0
249612	14193058	0
4629671	7386971	1
18048834	15461830	0
13356869	2612645	0
18588704	11548510	0
22821011	11939522	0
21940225	13344859	1
17729553	16006791	0
78966	15506300	1
14423006	2329054	0
73110	7505934	0
20359284	11941960	0
3365624	8515616	0
8612647	13247325	1
20054230	4762101	1
19424081	16341721	0
8979065	13616724	1
10628604	21907871	1
266990	20881388	0
11717079	13927065	1
3246556	10959933	1
704314	17456566	1
7220840	13555352	1
23613195	11277690	1
1811750	14661394	0
13254235	7409728	0
7542015	18193745	0
2746011	12626920	1
13999345	21902615	0
23047157	16360226	1
2525684	8912107	1
7237618	14230405	1
3467482	35934	1
12524506	22948959	1
20418573	21996068	1
21302551	2746011	1
361255	20601757	1
20654481	7760800	1
16063556	20499484	1
9217	6270868	0
6622146	3512882	0
614390	17267680	1
13356869	19193813	1
37044	16529002	1
20885480	20343439	0
3621790	11658790	0
14469218	9350616	0
11940679	3160590	0
743716	16879560	0
6233042	20331164	0
12543783	16755605	1
950938	22430601	0
20559735	7825861	1
10565544	23031483	1
12445282	19752872	1
19944445	10118207	0
18076450	2285441	0
10140299	5674869	1
20696808	10057850	0
10689659	4411141	0
11992308	6258282	1
9590327	11277690	1
3067994	970638	1
10013939	10091126	0
8446876	21204167	1
11358360	23088983	1
3608108	19946541	0
14652853	8085496	1
15168184	4898682	0
6492265	8909675	0
5380644	16830682	0
17116111	11506365	1
13653107	9581835	1
11670354	23619612	0
6120970	6128274	1
18236400	4830849	0
8416636	21273056	0
2769195	18731109	1
6634379	325062	0
9687064	15287811	0
17827456	5851660	1
7577030	14869434	1
5365678	18828007	0
11290317	21566853	0
11910132	3469470	1
13131643	764085	1
15211815	12575599	0
12955229	16948800	1
258490	9195362	1
9530015	19483244	1
1963823	22762280	0
15912858	3962795	1
93208	14341904	1
18629449	17261863	0
4591683	33845	1
6992704	10207808	1
2970674	15537156	1
13517908	12734324	0
4404642	10489209	0
98309	2150993	1
1458628	6198171	0
1953115	13438576	1
254039	23400216	0
9031629	16005062	0
13312539	27715	1
10192341	11337538	0
2269290	15607084	1
6371605	85619	1
2511576	20071852	0
15588201	17874921	1
18400649	19584493	1
1158841	3058819	1
6155833	23227325	1
19136768	6045800	0
245163	20789900	0
21090885	22717352	0
14037891	17097179	1
21868018	6061402	1
19782619	4162692	0
4254750	18385066	0
6307954	5523389	0
21461424	22608103	1
8759736	14763206	1
3318214	21442625	1
8969949	16556715	1
10937085	4114808	1
6644756	20856551	1
20023016	5667973	1
16809623	23574721	0
1858117	8352957	0
13044936	9561059	0
1008325	22271237	1
7667	12973065	0
13210305	20189177	0
1263069	1544996	0
20103134	14175532	1
5021577	85619	1
1760351	12728214	0
22564546	763710	0
946865	6307954	0
1951103	21840034	1
20826358	6322468	1
2217508	10151252	1
2440033	49834	1
20601757	10288282	0
9104988	16050015	0
778678	9130585	1
7330695	4347908	0
19555516	1955681	0
23613195	1543361	0
5826730	9590327	1
5505334	21577152	0
5026545	20815136	1
21823682	13498122	0
9383862	17533362	0
17787699	14020143	1
8063675	9547228	0
13669410	10332951	0
8138998	19685311	1
12908415	4628439	1
22525884	11046598	1
13420786	11915880	1
9693857	9528049	1
13279978	5102752	1
12394789	19653581	1
19292394	10718506	0
19910630	15460365	0
22415294	22554509	0
13254235	11032544	1
1458629	14188181	1
9152056	13713980	1
2241900	2109483	0
10524166	11333342	1
21093039	9480908	1
20139125	3088336	0
1699613	8174539	0
19295736	7464994	0
12270268	14624031	1
22643538	9918348	0
16902397	1896089	1
9668598	3236017	1
12202663	7194282	1
12973571	6883227	0
14549213	12626919	0
21518266	8309142	0
13209824	8990222	0
2732151	10318835	1
20019846	13987172	0
6045800	1502583	0
10426070	10912336	1
12477499	7306113	0
7760030	18134394	1
10392922	17224030	0
21644427	9924413	0
12415477	1989226	0
23192841	11875445	1
23677114	15301724	0
7062953	5624313	0
12967783	7143272	1
10816827	699718	1
19322940	20741835	0
10934628	12247514	1
5933080	10349782	1
22626443	9385030	1
12727792	433062	1
2907553	3704402	0
21792245	9713536	0
21454371	17083702	0
6403005	6453377	0
7531800	23555994	1
11522419	5021571	0
11865905	15741733	0
6399107	19582152	1
17200624	10088166	0
223631	81287	1
19035955	23162862	0
9632240	2426161	0
1787391	8093202	0
11651293	18488106	1
18269393	8062077	0
18723566	19142737	0
18176215	16375558	0
3180675	5706528	0
21093039	10754938	1
764085	557726	1
6869582	5402254	0
20559733	17553387	1
1276377	4928350	1
13746035	14652853	0
12626917	9830269	1
13725475	278685	0
13987172	2614788	0
23563689	3265819	0
5551392	8232814	1
17597668	15805164	0
16503018	16022035	1
4525216	7681426	1
17415425	1037968	1
1039796	14047630	0
22475641	8505798	0
19178258	17956015	0
8211013	14311145	0
2191115	19247466	1
320979	13207434	0
21354223	9895196	1
4830846	2105651	0
11452667	16499419	1
10425169	13481042	1
19643372	13883878	0
1023562	18385066	0
9236362	20954717	1
2362445	6288459	1
12606395	4575554	0
13653107	1037968	1
15072228	21161481	1
4507906	16921914	0
4166046	20559734	0
17586130	6430125	0
5021676	7386971	1
2481505	5724216	1
7793684	18880071	1
6322440	16803474	1
14914613	941896	0
6028953	4502456	1
17557352	16389745	1
12255573	11078985	0
272444	14293059	0
2240927	7518608	0
17385831	9693857	1
11982462	14800064	0
11513369	10246006	0
5439181	4871307	1
21735428	552314	0
14757689	4347908	0
15702555	22986029	0
7237618	10385493	1
4477205	9696025	1
13121131	5859133	1
4776598	22421536	1
2386120	4147990	1
13356869	10586916	1
19870772	280040	1
18845763	8172052	1
13826024	2532322	1
889519	17150642	0
17534703	15299682	1
8751038	1205207	0
3594612	11139853	0
16926520	14121759	1
9096612	9068428	0
9956094	3799026	0
19550140	14770723	1
23031483	21925741	1
20359284	9110357	0
16223920	13746035	0
10425169	14020143	1
14867997	12524256	0
10916692	18976771	1
13994043	16899717	0
37044	15659812	0
14257554	13547845	1
20329236	20081424	0
8809710	7681426	1
11044947	10349788	0
21967215	2021567	0
10851	15461843	1
8912107	5636184	0
17539094	6082588	0
13868519	2401142	1
15917727	778875	0
8056910	9450275	0
5822585	23647361	1
9209383	6902534	1
1811742	10158740	0
11698013	726934	1
11101258	14633134	1
461629	22769774	1
16464790	211061	1
1371876	1607806	0
18426418	4629671	0
1624010	241286	1
23299951	132552	0
8912113	8265645	0
8211013	19050843	1
11594590	10277293	0
692680	20436817	1
16841577	4314597	0
272875	18427451	1
13104737	13871052	1
552317	431827	0
2668863	6432491	1
10625892	7542015	1
18985881	3633154	1
12082150	21674149	0
12937087	14227643	1
22538273	19290859	1
4369694	22899738	0
7232330	13496394	0
3636960	18634052	0
22986029	22728536	0
1089238	12706520	0
7110836	814473	1
11834952	21649305	1
10115624	19760848	1
19538929	17373549	1
17999563	22137915	1
8708601	20019830	1
793386	10368839	0
8565955	9680172	0
1205207	9591960	0
16951197	18613811	0
21868018	10689659	1
21348949	19471650	0
2602107	15520770	1
5829114	12973065	1
10294554	8980221	0
12606395	6936843	1
22423727	2963526	1
6008880	16851956	1
5439181	1313409	0
19076701	17347450	1
9730236	15527452	1
10516730	10654982	1
23087434	5260867	0
21386162	10685269	1
2788555	7330695	0
4652514	16227459	0
12909291	22186637	0
11419588	23585932	0
11838691	12461924	1
2090332	9737790	0
3778980	14638475	0
21823682	6416201	1
6304372	21837100	0
4130551	3253027	1
5910211	16975480	0
11422574	142977	0
5174084	12255573	0
739727	7540262	0
12754505	6569409	1
23048529	18423360	0
4042184	18269745	1
10934628	20953665	1
1089238	16568044	1
7760990	18096549	0
3126645	935017	0
17420328	129098	0
14350198	3160590	1
1977263	16788944	1
14504556	5414796	0
15826299	17635420	0
14914613	15311521	1
17638898	19279820	0
2717106	9481276	1
13612487	21808205	1
555513	14879478	1
18326088	11941957	1
23106635	1849897	0
7330695	22026127	0
7464993	22742292	0
16625249	5689276	0
653371	3436001	1
23525479	8856524	1
12384825	11958349	1
18695537	14667674	0
6988217	22950123	1
22484885	9135964	0
11279071	8908943	1
19870772	536222	1
970144	18935118	1
6371595	15168184	0
13396233	10535319	1
5339736	20681844	0
7760801	7635628	0
5620793	5371059	1
21212076	16706336	0
564191	330896	0
10521243	9561059	1
12445282	4726770	1
17374904	11026173	0
20438542	16832679	0
6218856	21937981	0
6780166	1026385	0
10482004	430971	1
21364786	2238218	0
21933390	19549575	1
22323688	17722894	1
18640710	17630905	1
278685	5105540	0
18492103	16987999	1
21150258	14869434	1
16386620	3667135	1
6453383	1152136	0
8359774	941896	0
22556551	5422086	1
11507466	11088622	0
12915753	13521323	0
1655162	520600	0
4207693	20539816	0
4130551	10182360	0
4843969	2791310	0
1833576	7300247	0
22305828	21956399	0
20544327	820905	1
10174628	978946	0
9324781	708047	0
14196272	10555214	0
16226357	23531658	0
20924120	3070691	0
1362131	23022777	1
19235547	22079999	0
2247987	3791822	1
8085496	3024981	1
16704464	5859989	0
952021	854534	1
21722036	22010538	1
421187	20696811	0
11946782	11305839	1
2114072	8156588	0
17907353	3647667	0
17513478	9186576	1
7119938	11050195	1
13247161	16050015	0
11825739	6790585	0
22807014	6184983	1
12465375	935017	1
17253878	40044	1
16700020	820872	0
13490964	23596949	1
272875	716032	1
18047482	5433054	0
3287281	11404999	0
8181418	9210167	1
10425169	4981909	0
22717685	3024977	1
18956017	23004478	1
20059162	11779245	1
14132423	7315828	0
12829112	330896	0
16654272	20898459	0
16351775	17965575	1
14865741	18785060	0
8868054	1342927	0
211061	3472611	0
4209926	16619660	0
15561074	18138572	0
19870772	17907353	1
6214331	12226563	1
9106128	7066835	0
4525216	716032	1
14803891	6291471	0
11875445	18385066	0
9558449	21348949	0
23594635	6190168	1
19722336	7005223	1
14257554	21959565	0
80378	9077865	0
4643706	16993715	1
12670642	20654481	1
7847873	22608285	0
16687411	16083957	0
22207784	7507773	1
11572565	5011665	1
20580825	3308516	0
9857940	6182433	0
7350139	2099972	0
16810590	23677119	0
8211013	19040459	1
23291433	19360796	1
18804133	17423090	0
11838691	13247325	1
9869150	708766	1
14137256	7038631	1
15588201	14297060	0
20019830	20954717	1
18034373	7158123	1
11358121	2463366	0
10193598	10174077	1
18048834	7505934	0
1913136	637320	1
13591323	13422842	0
1044656	15338765	1
4854974	4502456	1
16583451	12524253	1
4301327	5365678	0
2684283	7126817	0
22365062	7283902	0
79355	17497944	1
7574034	14855960	0
5272426	16634836	0
13514558	17477953	1
5506807	4598940	0
5335270	23299951	1
892621	14956125	1
15904654	18899334	0
18790182	20162871	1
5435234	2177544	0
9547229	20623710	0
13667527	691010	0
12894191	506382	1
19322944	1831863	0
17835466	16752474	0
7529744	10654982	0
9819955	9760847	1
849586	19197300	0
18488106	13462484	0
19462026	2269290	1
14481931	17542341	0
22242021	2557142	0
5697523	527051	0
19309971	7109222	1
20063872	16706229	1
19235554	8680491	0
13644040	14417449	0
15410299	12044335	0
7034069	10598170	0
12243391	5537139	1
20825513	12048548	0
17374912	19643373	1
13028547	3436001	1
6513769	3788864	0
2330583	1977837	0
22900234	7655679	0
20826307	12879112	0
18616801	14988339	0
1863947	8428267	1
4988270	10480051	0
8565955	357303	1
16270977	19569154	0
564191	4462296	1
22416749	17630909	0
4591683	23611768	1
17530413	19452177	1
16087901	11810425	1
23609709	9223155	1
15228322	254039	1
934048	431295	1
10277293	7511780	1
9031629	1102939	0
16810590	11419588	1
588571	19194277	1
23597499	3156435	1
17258629	11825739	1
14900316	12218827	0
15968019	9568958	1
14412812	10793696	1
17662180	699718	0
20661433	19809975	0
18942525	1039796	1
10072636	5597187	0
5981201	15129123	0
827646	9168699	1
22142748	17726029	1
19147297	9860859	0
6185786	11958349	1
3461227	21609545	0
1158842	9837647	0
21803552	16851954	1
474163	8126683	0
1023289	18144642	1
5271062	11026173	0
23614264	9552428	1
7911395	6128265	1
6544082	10793895	0
3788596	13292295	1
11723383	5258165	1
19172809	2915107	0
3239919	5174084	1
967161	11504871	0
12754505	5402254	1
16714944	9901451	0
13825969	11776522	1
19963744	7577030	0
20514481	16360226	1
17052257	4672830	0
3463984	12021779	0
6387775	11021107	0
3558514	18542300	1
3803030	11277510	0
606859	9186582	1
10933932	4928350	1
21485699	12067823	0
20822727	241286	1
4921634	10329098	1
9713536	15376869	1
606859	11103539	1
20559733	18956180	0
2676364	5021571	1
13744886	9689565	0
12883277	6085930	1
12120684	18657526	1
4501770	10288424	0
11149084	18477922	0
8407905	241286	1
3820224	5467376	1
10062077	78966	1
811157	11370967	1
922476	6298465	1
2963526	16762677	1
10228411	8930241	0
12579	12760982	0
11090451	481375	0
19344016	10349788	1
10839252	23113417	0
20303339	10682592	1
548601	4489007	0
11312022	3298293	0
8506682	21273051	0
21823682	22870704	0
4721547	7232330	1
6378837	7306113	0
9880330	17194629	0
17927694	11090448	1
14386499	21947196	1
12465375	1577152	1
18099086	21253562	1
250595	2325202	1
3772396	21302551	0
662799	8539546	1
756962	6692645	0
2191115	1734007	0
7726775	7276772	0
18269393	2775424	1
23677138	5186187	0
16344667	8983114	0
4871307	12787570	0
18662539	6635999	0
6989198	592597	0
4937926	10426070	1
3772396	375390	1
4162691	14024978	0
3857069	20250217	0
709510	19799875	0
18048836	1699613	0
16981230	6081622	1
8979065	9806128	0
282874	10006681	0
20741536	19627256	1
16529002	246646	0
22545244	49834	1
10118785	16762677	1
15195064	11939522	1
13387011	9918348	0
16005064	783717	1
16845107	2105651	1
13776078	17402775	0
8558409	23634465	1
14166352	4452454	0
638175	20547900	1
14689323	16540473	0
19925085	6013590	1
765103	12499532	1
19898737	23010293	1
23047157	10878119	1
615358	6031248	1
13883878	17630907	0
6171420	21022202	1
8344457	777609	1
7905116	4830850	0
7118204	10265164	1
23053699	3024983	1
10432260	975289	1
11075647	7757210	1
10480051	3739492	0
15527452	20192098	1
557734	11825739	1
19867423	8166293	0
23047157	5428177	1
14638789	19682242	0
6780166	7158123	1
2831663	2459317	1
7680527	1717055	1
7263928	7839811	0
18115314	17750515	0
9627687	848240	1
1854052	16000121	1
5636184	661	0
5402254	10095870	1
15507613	13325917	0
7781594	9075137	0
2716763	20514960	1
13026685	83802	1
19136768	16055802	0
21354223	7231926	1
17335375	9355156	0
15999201	18465677	1
6233042	11519124	1
17212288	11163692	1
47756	19582152	1
